ds,yhat,yhat_lower,yhat_upper,trend,weekly,yearly,extra_regressors_multiplicative,Volume_lag1_effect,EMA_lag1_effect,y,Volume,EMA,Volume_lag1,EMA_lag1,y_change,direction
2020-02-25,383.82137795422915,366.7660458030673,402.39398489604986,90.04584409795712,3.419570616613349,-0.13150614810577357,-0.025553724128458702,-0.00021259152410239696,-0.025341132604356303,372.5,119868,383.488247260033,170528.0,383.59868190586246,0.25,1
2020-02-26,383.28851189724804,366.08375456308664,399.62497473532466,87.74164699082881,3.4828549885398377,-0.1441366646773083,0.029657755712444844,0.0008991403671597551,0.02875861534528509,370.5,268795,383.3590109688884,119868.0,383.488247260033,-2.0,0
2020-02-27,383.5430622642742,367.4635356445477,399.42906173277896,85.24273549425405,3.5830115599927264,-0.14302742633176743,0.05943813429438799,-0.0008232480594865179,0.06026138235387451,364.5,156142,383.1713591184517,268795.0,383.3590109688884,-6.0,0
2020-02-28,384.5648331083385,368.9226841267995,401.22357863274965,95.93245564498939,3.0199865661715166,-0.1305547278410184,0.11927231213418904,1.6661643923451586e-05,0.11925565049026558,368.25,176062,383.0228878834423,156142.0,383.1713591184517,3.75,1
2020-03-02,387.0896846788286,370.89353845581826,403.68119384841157,91.04444004371801,3.231414809273145,-0.11275425724595152,0.13299594114201735,-7.629079719804627e-05,0.1330722319392154,375.5,147782,382.94803327763685,176062.0,383.0228878834423,7.25,1
2020-03-03,387.23238185118447,369.73687340582046,404.9519688282107,88.11763445843,3.365647981360886,-0.11292004589564751,0.14176567788594036,4.62605290900056e-06,0.14176105183303137,381.25,202096,382.93113742412805,147782.0,382.94803327763685,5.75,1
2020-03-04,387.8712313322887,371.63672710839694,403.7639926124134,75.34806349848407,4.094081342814929,-0.12577586176746128,0.17942112695078977,-0.0004035773704000952,0.17982470432118985,385.0,170361,382.9517231214004,202096.0,382.93113742412805,3.75,1
2020-03-05,387.89128545155944,371.1226710005709,404.66995311083474,88.94275526130805,3.286929459996605,-0.09713216808055897,0.17133683656873017,0.0001596881673593985,0.17117714840137077,381.75,142139,382.9397656774064,170361.0,382.9517231214004,-3.25,0
2020-03-06,388.86150785570095,370.95047420891945,405.6740103570771,84.05858468071041,3.5284931993445743,-0.09176210120025463,0.18934617085514355,-0.00021030484396408582,0.18955647569910763,376.0,159898,382.8707132826063,142139.0,382.9397656774064,-5.75,0
2020-03-09,391.63049467459473,374.58959417021435,408.5065984839539,78.79769919024191,3.8222780082982495,-0.07245993816924949,0.22025718205670278,-3.062551189874064e-05,0.22028780756860153,372.75,239558,382.770009667854,159898.0,382.8707132826063,-3.25,0
2020-03-10,392.48739209393807,375.4065273408908,411.11711220191427,98.72678699623448,2.847890679601308,-0.0467458839205206,0.17434558575852568,0.00011466195275358205,0.17423092380577213,377.5,141727,382.7175717607112,239558.0,382.770009667854,4.75,1
2020-03-11,393.39040677372105,376.10513485214767,411.0996629682399,81.26800199721872,3.6540591162542873,-0.04786898910103858,0.2344654458382494,0.00012066961334742772,0.234344776224902,374.5,115643,382.63580487752,141727.0,382.7175717607112,-3.0,0
2020-03-12,393.13636221466766,376.5848230151124,410.11333328856006,89.8130416289167,3.211102959995362,-0.0338013547585133,0.1999731767374804,-7.547281184479027e-05,0.20004864954932522,365.75,204283,382.4677869185397,115643.0,382.63580487752,-8.75,0
2020-03-16,396.1256461618822,378.83740706637496,413.79194258828426,78.4935001891728,3.7835171759930324,-0.018527627982860794,0.28161488684369357,-0.0009454487996688477,0.2825603356433624,354.75,188791,382.0272970906931,191029.0,382.3014407800468,-11.0,0
2020-03-17,396.0236654573804,377.9476768001572,413.02583671962475,80.51195718598213,3.6558093783404084,-0.01459979446171381,0.27760843146986003,-0.0006449232274280172,0.278253354697288,344.0,219215,381.648916025114,188791.0,382.0272970906931,-10.75,0
2020-03-18,396.21000825290616,378.90907119147494,413.76768775419634,60.81962166906406,5.092210763885784,-0.02303858238076044,0.44533740240510894,-0.002318536672340948,0.4476559390774499,335.25,255105,381.1872352686452,219215.0,381.648916025114,-8.75,0
2020-03-19,395.094459494893,376.7562760894702,413.4598886755815,80.71274201570355,3.619090999993285,-0.008221657984789722,0.2841998828485043,-0.0023196467720708732,0.28651952962057514,345.5,223252,380.8321384003005,255105.0,381.1872352686452,10.25,1
2020-03-20,394.11200713712407,375.2850655933704,413.01468063353406,80.6462840453356,3.634285741792675,-0.014968676066061223,0.2676037862691524,-0.001587950435711137,0.2691917367048635,343.75,189068,380.46316189880497,223252.0,380.8321384003005,-1.75,0
